mean_vel,std_vel,temp_ste,temp_mag,temp_roms,temp_mean,temp_tc,temp_zcr,temp_itv,temp_var,temp_std,temp_skewness,temp_kurtosis,temp_ce,temp_ce_norm,temp_crest,temp_max2min,temp_mag2rms,temp_rms2,temp_rssl,temp_mnp,temp_adp,temp_ety,temp_md,temp_iqr2,spec_f0,spec_ste,spec_mag,spec_sc,spec_si,spec_sim,spec_sfm,spec_flux,spec_sro,spec_var,spec_std,spec_skw,spec_kts,spec_max2min,spec_mag2rms,spec_mnp,spec_adp,spec_ety,spec_cov1,spec_cov2,spec_cov3,spec_peaks1,spec_peaks2,spec_peaks3,spec_peaks4,spec_peaks5,spec_peaks6,spec_peaks7,spec_peaks8,spec_peaks9,spec_peaks10,spec_peaks11,spec_peaks12,spec_power1,spec_power2,spec_power3,spec_power4,spec_power5,spec_iqr2,label
0.1519507456,0.1930556798,0.1194905482,0.3126378693,0.3108692492,0.7480142971,0.5149915498,0.1597444089,0.1493573212,0.1194905482,0.3108692492,0.1852995359,0.0277831476,0.1276421436,0.1276421436,0.2078756144,0.1493573212,0.2002075339,0.3108692492,0.3108692492,0.4333333333,0.3821497909,0.6739207977,0.7038471606,0.2365454578,0.0236220472,0.1200273508,0.1963298054,0.1874664198,0.3408454789,0.5414273976,0.4140452378,0.3882674554,0.5638297872,0.1657060059,0.3807584684,0.5180034159,0.2729241426,0.4718283895,0.5175094992,0.5576923077,0.2845338777,0.2770310338,0.1194905482,0.0500000000,0.1439971320,0.0797101449,0.0867768595,0.0669975186,0.0647321429,0.0808510638,0.0647181628,0.0326305284,0.1360284047,0.3268018426,0.7120695119,0.2097374916,0.0900717488,0.4298909117,0.1074051417,0.0250092696,0.0474031839,0.0141461690,0.1478946574,obstaculos
0.2428627997,0.2818937165,0.1218339953,0.3146092005,0.3143919962,0.3315329627,0.5779138129,0.4281150160,0.2031294755,0.1218339953,0.3143919962,0.1474001494,0.0389670480,0.2462319850,0.2462319850,0.3511824881,0.2031294755,0.2623673007,0.3143919962,0.3143919962,0.5250000000,0.2995660855,0.5420794856,0.7300957128,0.2827438065,0.0236220472,0.1223603653,0.2646636104,0.4221012771,0.4582801989,0.4943112216,0.6724854306,0.3214607121,0.6382978723,0.1136245964,0.3080346309,0.3775694380,0.1904863143,0.3818342875,0.3823366974,0.5769230769,0.2590743230,0.4976056196,0.1218339953,0.2000000000,0.2120200198,0.1449275362,0.1652892562,0.1191066998,0.1272321429,0.1531914894,0.7014613779,0.0343675894,0.2490758464,0.0650114803,0.0421649704,0.0317596099,0.0344802316,0.2952413099,0.0543297472,0.0297226262,0.0896673622,0.0661743278,0.1925163421,obstaculos
0.2208394238,0.2705195692,0.1099341102,0.3328729084,0.2961427999,0.6162430500,0.5554560988,0.4760383387,0.1413070321,0.1099341102,0.2961427999,0.0810634612,0.0155196421,0.2571575991,0.2571575991,0.2043309057,0.1413070321,0.1295458624,0.2961427999,0.2961427999,0.6000000000,0.2394227077,0.7230010058,0.8531321783,0.3553034638,0.0236220472,0.1104289758,0.2680753718,0.4760372892,0.4684537214,0.5081039722,0.7160773603,0.3034280266,0.6808510638,0.0851726233,0.2611674066,0.3053915597,0.1588901438,0.3233831906,0.3254707172,0.6153846154,0.2294713161,0.5509199796,0.1099341102,0.0250000000,0.2341101523,0.1376811594,0.1446280992,0.1066997519,0.1004464286,0.1319148936,0.2630480167,0.0309423445,0.1977019414,0.0361242472,0.0284678760,0.0419118578,0.0472268326,0.2692438143,0.0262921045,0.0393450734,0.0812271596,0.0649847597,0.2405862776,obstaculos
0.1518557756,0.1578363029,0.0600325373,0.2058215604,0.2063156535,0.4571088165,0.7020968906,0.4217252396,0.1318679088,0.0600325373,0.2063156535,0.1726642163,0.0340321733,0.1786314749,0.1786314749,0.3275241668,0.1318679088,0.2266046852,0.2063156535,0.2063156535,0.4333333333,0.3847736626,0.5633175055,0.7640872943,0.1796042419,0.0354330709,0.0602984025,0.1877330070,0.4016523036,0.3606738716,0.6058383715,0.6328174152,0.2327771567,0.5425531915,0.0455187342,0.1803416227,0.1545872519,0.0442511298,0.1553068744,0.1720623071,0.5769230769,0.2690608796,0.7397770727,0.0600325373,0.5000000000,0.2984709282,0.0869565217,0.0785123967,0.0521091811,0.0446428571,0.0489361702,0.0375782881,0.0186545958,0.0377796935,0.0207733671,0.0546955203,0.1866120474,0.0645113123,0.0557252975,0.0274477115,0.0557047079,0.0349080814,0.0147756803,0.1886518421,obstaculos
0.1521610250,0.2517961815,0.0418324593,0.1551176936,0.1647798208,0.4424940429,0.6739162315,0.1341853035,0.0710124913,0.0418324593,0.1647798208,0.1297374921,0.0223004370,0.0558314707,0.0558314707,0.1590761665,0.0710124913,0.0991180793,0.1647798208,0.1647798208,0.3666666667,0.4523809524,0.7255930373,0.8924571237,0.1058038764,0.0196850394,0.0419709635,0.1010497874,0.1679018578,0.1951757460,0.7285647234,0.3968068020,0.2718702329,0.5851063830,0.0573669721,0.2071856401,0.4610714174,0.2326095835,0.2747250214,0.5283498916,0.5384615385,0.3106299213,0.2826783065,0.0418324593,0.0250000000,0.2736267582,0.1956521739,0.1322314050,0.0843672457,0.1049107143,0.1085106383,0.0835073069,0.0506128233,0.1433366886,0.0356267504,0.0859971240,0.1966558509,0.1278850608,0.1612556541,0.0364136443,0.0121440217,0.0145275055,0.0068967407,0.0679568306,obstaculos
0.1549710969,0.1969424246,0.0510256359,0.1883153408,0.1866371996,0.4963860207,0.5062770490,0.1884984026,0.0912552705,0.0510256359,0.1866371996,0.0707551519,0.0203208698,0.0716180328,0.0716180328,0.2056259588,0.0912552705,0.1200969577,0.1866371996,0.1866371996,0.4500000000,0.3663105658,0.6998254305,0.8869698592,0.1465894716,0.0275590551,0.0512556347,0.1202380097,0.1905502691,0.2349871813,0.6396881558,0.4224729088,0.2252041314,0.5851063830,0.0676895430,0.2284579060,0.4963790741,0.2553189633,0.2626786640,0.4356648196,0.5961538462,0.2539607248,0.3211355808,0.0510256359,0.0250000000,0.2351340212,0.0652173913,0.0950413223,0.0694789082,0.0870535714,0.1000000000,0.0688935282,0.0080892932,0.0958631017,0.1123960816,0.1900695180,0.0834784040,0.0679911541,0.1812652919,0.0471233070,0.0147017495,0.0190523441,0.0087158565,0.0718806967,obstaculos
0.2485665087,0.0288580741,0.0559134051,0.1847498811,0.1975029883,0.5425734710,0.4563261402,0.3865814696,0.1275420402,0.0559134051,0.1975029883,0.0000000000,0.0421443030,0.1107094562,0.1107094562,0.3306542757,0.1275420402,0.2803960972,0.1975029883,0.1975029883,0.5333333333,0.2852474972,0.5351175868,0.8652090312,0.1479642916,0.0314960630,0.0561649636,0.1395897814,0.3277097800,0.2791804093,0.6181308119,0.5389653696,0.2266202099,0.5638297872,0.0675894652,0.2282595282,0.5048235127,0.2717105514,0.2730093518,0.4294706112,0.5000000000,0.3385826772,0.3900961570,0.0559134051,0.0000000000,0.2292485579,0.1086956522,0.1115702479,0.0893300248,0.0959821429,0.1127659574,0.0876826722,0.0187908557,0.1111061722,0.1182264910,0.0212507523,0.0367136932,0.0416017555,0.1460832752,0.0506906940,0.0113593742,0.0193449079,0.0093662286,0.1104528163,obstaculos
0.2091308272,0.1628530656,0.0891567212,0.2809499831,0.2618056860,0.3469420175,0.5695739455,0.3514376997,0.1085082652,0.0891567212,0.2618056860,0.1033008520,0.0151285452,0.1484752269,0.1484752269,0.1499415006,0.1085082652,0.0921125632,0.2618056860,0.2618056860,0.4333333333,0.3873975342,0.7759662469,0.8030929853,0.2670283416,0.0275590551,0.0895589479,0.1818786910,0.2930721481,0.3347502531,0.5994603631,0.4966888174,0.3598263330,0.4680851064,0.1115477053,0.3048240755,0.4981844300,0.2667298657,0.3815845511,0.4800597451,0.5192307692,0.3114721419,0.3653302542,0.0891567212,0.1000000000,0.2010879460,0.0869565217,0.1115702479,0.0868486352,0.1071428571,0.1212765957,0.0960334029,0.0142089136,0.1707945833,0.1942820464,0.1191587086,0.0809388764,0.0554782546,0.2104532652,0.0864019474,0.0162774639,0.0220926906,0.0086472452,0.1574926882,obstaculos
0.3234098233,0.2754121865,0.1592601954,0.3197537984,0.3667266540,0.4835583797,0.6108162164,0.1469648562,0.1772121999,0.1592601954,0.3667266540,0.2138301286,0.0405440251,0.1571468556,0.1571468556,0.2126335678,0.1772121999,0.1857129478,0.3667266540,0.3667266540,0.4250000000,0.3902169739,0.5600603524,0.7492888675,0.1688288938,0.0275590551,0.1598235303,0.2457386706,0.1904890111,0.4131710348,0.4834960046,0.4711737076,0.4167839156,0.5319148936,0.2100549656,0.4341169636,0.5924416859,0.3744265735,0.6428928822,0.6354968806,0.3269230769,0.4992582449,0.2342130352,0.1592601954,0.7000000000,0.3960823538,0.1449275362,0.1942148760,0.1563275434,0.1718750000,0.2042553191,0.2860125261,0.0276838320,0.6186829311,0.1451217327,0.0912346868,0.1146196838,0.0778485613,0.2900641816,0.1958158123,0.0545043589,0.0715845658,0.0481140497,0.1844869575,obstaculos
0.2542416815,0.2466038201,0.1869779031,0.3803001355,0.4016749930,0.5512708499,0.3973388276,0.2939297125,0.2166667094,0.1869779031,0.4016749930,0.2027382175,0.0400462222,0.1987462442,0.1987462442,0.2641116951,0.2166667094,0.2332379025,0.4016749930,0.4016749930,0.4916666667,0.3258374690,0.5802766138,0.6689060132,0.2482935846,0.0314960630,0.1878211005,0.2945130288,0.2069164020,0.4773327866,0.4740179794,0.5606324486,0.4797219654,0.4893617021,0.2229872852,0.4485984133,0.5128095688,0.2926128599,0.6016166661,0.5227560866,0.5192307692,0.3166550384,0.3253499644,0.1869779031,0.6500000000,0.4161890361,0.3550724638,0.2355371901,0.1612903226,0.1785714286,0.2021276596,0.2442588727,0.3212528739,0.6522840562,0.0612208614,0.1896852240,0.1275121988,0.1127414624,0.3305521470,0.2098409520,0.0468226316,0.1151229438,0.0485471224,0.2752058234,obstaculos
0.2534193538,0.1914941457,0.2159840456,0.3898587831,0.4356143989,0.7968228753,0.6160465594,0.2428115016,0.2661960726,0.2159840456,0.4356143989,0.2628132465,0.0607521664,0.2457430537,0.2457430537,0.3304291199,0.2661960726,0.3040043988,0.4356143989,0.4356143989,0.5000000000,0.3035262492,0.5195685863,0.5888170367,0.2314766108,0.0314960630,0.2167882599,0.3467750818,0.2515253228,0.5365299303,0.4244433084,0.6382235415,0.4551393676,0.5212765957,0.2269848575,0.4529901890,0.4920467085,0.3024557178,0.6632837386,0.5386835444,0.5576923077,0.2794789540,0.3605951345,0.2159840456,0.5750000000,0.4316438118,0.1231884058,0.1363636364,0.1017369727,0.1071428571,0.1340425532,0.1231732777,0.0353606270,0.2634027364,0.4621936037,0.2721945453,0.2058687843,0.2922133600,0.3028072709,0.2246394000,0.0669933127,0.1556569142,0.0733375087,0.2766384966,obstaculos
0.3142410196,0.1703334447,0.0813656847,0.2029060613,0.2479436697,0.6578236696,0.6756142089,0.3706070288,0.2010373267,0.0813656847,0.2479436697,0.1484682572,0.0660038071,0.1626892804,0.1626892804,0.4780446260,0.2010373267,0.2897006874,0.2479436697,0.2479436697,0.4416666667,0.3741815918,0.3410477024,0.8037953566,0.1195739996,0.0236220472,0.0817059125,0.2218484147,0.2773055900,0.4090939644,0.5178166664,0.6689783918,0.2204892330,0.4361702128,0.0649045498,0.2228832043,0.2267701477,0.0832713982,0.2262729694,0.2423544143,0.3653846154,0.4632361096,0.6540311315,0.0813656847,0.4500000000,0.3073987344,0.1304347826,0.1611570248,0.1215880893,0.1383928571,0.2234042553,0.6659707724,0.0234815177,0.0959604979,0.0519439215,0.0408392166,0.0849990070,0.0373871819,0.1290242766,0.0483322166,0.0432333953,0.1011898719,0.0437992946,0.2147344207,obstaculos
0.3227123801,0.2067970402,0.1880480357,0.2724175199,0.4029713631,0.6446386021,0.5716188707,0.2587859425,0.4083016181,0.1880480357,0.4029713631,0.4908443152,0.2728017620,0.2913270327,0.2913270327,0.6884897017,0.4083016181,0.6250390354,0.4029713631,0.4029713631,0.4500000000,0.3663105658,0.1670485886,0.6780425132,0.1331951900,0.0393700787,0.1888857213,0.3524587432,0.3633834319,0.5532698226,0.3885802855,0.6542791337,0.3315030023,0.5425531915,0.1612265032,0.3749950241,0.3018032416,0.1329862579,0.3883267321,0.2748425845,0.2884615385,0.5435421319,0.5891110377,0.1880480357,0.4750000000,0.3369500609,0.1304347826,0.1694214876,0.1339950372,0.1406250000,0.2361702128,0.8851774530,0.0563247787,0.2535161218,0.1761014783,0.1239180153,0.0996989320,0.1334267008,0.3014576489,0.1285910590,0.0135650391,0.1173518784,0.0678424009,0.3515527866,obstaculos
0.3002507909,0.2099109847,0.1034832532,0.2614154665,0.2858474118,0.5803812550,0.6077633311,0.4249201278,0.1827743061,0.1034832532,0.2858474118,0.1337359964,0.0415831080,0.1814847989,0.1814847989,0.3418078767,0.1827743061,0.2100360926,0.2858474118,0.2858474118,0.5416666667,0.2856662826,0.4966964926,0.7395154332,0.1744780343,0.0314960630,0.1039283932,0.2325456634,0.3273794565,0.4125132851,0.5418687015,0.5563670201,0.3296511071,0.5531914894,0.1031087899,0.2914667837,0.3297229853,0.1365550425,0.3111760173,0.3228769001,0.3269230769,0.5051922857,0.5257203157,0.1034832532,0.5500000000,0.3112312682,0.1231884058,0.1322314050,0.1066997519,0.1160714286,0.1361702128,0.1774530271,0.0282437242,0.1246369979,0.1296377699,0.2480980448,0.0815650718,0.0319844386,0.1715039006,0.0823592404,0.0074682240,0.0833825602,0.0644219920,0.2084002714,obstaculos
0.2219818282,0.2641188518,0.1767470885,0.3558402416,0.3890922829,0.4846703733,0.5026337234,0.1501597444,0.2296083030,0.1767470885,0.3890922829,0.1858554356,0.0405433803,0.1645064025,0.1645064025,0.3086950826,0.2296083030,0.2383586974,0.3890922829,0.3890922829,0.4833333333,0.3382936508,0.5313363346,0.6281898497,0.1993703876,0.0314960630,0.1775376255,0.2616300329,0.1793100571,0.4283609526,0.4820504704,0.4488277944,0.4662700062,0.5425531915,0.2332107236,0.4597543781,0.5662145927,0.3342419842,0.6120593784,0.5559492369,0.4230769231,0.4100872526,0.2498034787,0.1767470885,0.0000000000,0.0902897382,0.3188405797,0.2148760331,0.1612903226,0.1495535714,0.1574468085,0.1544885177,0.4420736237,0.6237907046,0.0912987211,0.2653262309,0.0710527904,0.1434585224,0.4024735013,0.2117011048,0.0448095668,0.0649215756,0.0259839742,0.1762180274,obstaculos
0.2120445931,0.2498854952,0.2110723440,0.4135196700,0.4300327800,0.3636219222,0.5595882763,0.2396166134,0.2481277337,0.2110723440,0.4300327800,0.2202705878,0.0440071142,0.1659772775,0.1659772775,0.2993212119,0.2481277337,0.2785138051,0.4300327800,0.4300327800,0.5000000000,0.3210290164,0.5713809631,0.7117799073,0.2908300042,0.0275590551,0.2119978492,0.2465071047,0.1805174614,0.3940465747,0.4904676348,0.3034947794,0.5881082846,0.5000000000,0.3197909573,0.5458910825,0.6252663773,0.3902402953,0.7172416881,0.6058220360,0.5961538462,0.2539607248,0.1735989479,0.2110723440,0.0000000000,0.0000000000,0.3115942029,0.2066115702,0.1414392060,0.1517857143,0.1553191489,0.1983298539,0.2725181956,1.0000000000,0.1317896756,0.3908733601,0.1229563153,0.0677062639,0.3491050247,0.3099430305,0.0169172905,0.0535231459,0.0301558920,0.1987264101,obstaculos
0.1589488607,0.1819429515,0.1245633560,0.3216757964,0.3184534956,0.7174344718,0.4188865193,0.1884984026,0.1749861692,0.1245633560,0.3184534956,0.1954674704,0.0317205166,0.1242105699,0.1242105699,0.2680051540,0.1749861692,0.2321076876,0.3184534956,0.3184534956,0.4500000000,0.3663105658,0.6193378148,0.6074974096,0.2660428847,0.0236220472,0.1251191828,0.1999954244,0.1718673852,0.3432854817,0.5158364711,0.4075454462,0.3634672916,0.5319148936,0.1737673151,0.3909398493,0.5237436601,0.2892111578,0.4939272067,0.5339338728,0.6538461538,0.2107672587,0.2745380065,0.1245633560,1.0000000000,0.3707262793,0.2608695652,0.1735537190,0.1240694789,0.1160714286,0.1340425532,0.1022964509,0.1485774160,0.5480943893,0.1088529313,0.3673969718,0.1549964690,0.1158079877,0.4507692707,0.1208619595,0.0234951550,0.0466489536,0.0165017180,0.1490488570,obstaculos
0.2310792394,0.2633417440,0.0966713491,0.2701273277,0.2746318320,0.7608419380,0.6148146130,0.3386581470,0.1316359181,0.0966713491,0.2746318320,0.1562428682,0.0257298445,0.1383647056,0.1383647056,0.2050132086,0.1316359181,0.1186899999,0.2746318320,0.2746318320,0.4833333333,0.3382936508,0.6692954290,0.6928831257,0.1881953932,0.0236220472,0.0971071527,0.1962684715,0.2514445276,0.3589911250,0.5609295403,0.5537700958,0.3321220171,0.5425531915,0.1172470146,0.3135661536,0.4985367857,0.2613408581,0.3535616546,0.4085782651,0.4038461538,0.4179700140,0.3871726777,0.0966713491,0.1000000000,0.1917001993,0.3478260870,0.2355371901,0.1761786600,0.1763392857,0.2425531915,0.3048016701,0.2883354694,0.2281141158,0.0202674602,0.1064912573,0.0999492061,0.0639105333,0.2999835169,0.0822799589,0.0263083673,0.0374911751,0.0213129827,0.1623358836,obstaculos
