mean_vel,std_vel,temp_ste,temp_mag,temp_roms,temp_mean,temp_tc,temp_zcr,temp_itv,temp_var,temp_std,temp_skewness,temp_kurtosis,temp_ce,temp_ce_norm,temp_crest,temp_max2min,temp_mag2rms,temp_rms2,temp_rssl,temp_mnp,temp_adp,temp_ety,temp_md,temp_iqr2,spec_f0,spec_ste,spec_mag,spec_sc,spec_si,spec_sim,spec_sfm,spec_flux,spec_sro,spec_var,spec_std,spec_skw,spec_kts,spec_max2min,spec_mag2rms,spec_mnp,spec_adp,spec_ety,spec_cov1,spec_cov2,spec_cov3,spec_peaks1,spec_peaks2,spec_peaks3,spec_peaks4,spec_peaks5,spec_peaks6,spec_peaks7,spec_peaks8,spec_peaks9,spec_peaks10,spec_peaks11,spec_peaks12,spec_power1,spec_power2,spec_power3,spec_power4,spec_power5,spec_iqr2,label
0.7395373990,0.0377669024,0.0799431964,0.2243488071,0.2182559609,0.5217015583,0.6335292823,0.5679012346,0.2414422165,0.0799431964,0.2182559609,0.2485291346,0.0844774927,0.2067578706,0.2067578706,0.4639614420,0.2414422165,0.4527386430,0.2182559609,0.2182559609,0.5586206897,0.3400140757,0.4291386526,0.8586709394,0.2510883566,0.0235294118,0.0338054108,0.1185647056,0.5330200689,0.2371989901,0.7364313338,0.5446158540,0.1326856317,0.5000000000,0.0392598272,0.1356460468,0.1858609988,0.0527197392,0.1694035712,0.2260127408,0.4375000000,0.4321176831,0.6676236042,0.0799431964,0.3333333333,0.4158293599,0.4328358209,0.1712707182,0.1358024691,0.1414141414,0.1144578313,0.1120689655,0.0077926195,0.0305466022,0.0455476749,0.0275129920,0.0180284427,0.0181461551,0.0518788379,0.0546603040,0.0332029678,0.0472477641,0.0719061350,0.0813005325,regular
0.7778728772,0.0137143076,0.1808773388,0.3433849123,0.3697960414,0.5244194798,0.4239770811,0.5967078189,0.4196646721,0.1808773388,0.3697960414,0.3058405298,0.1448153385,0.3815948933,0.3815948933,0.5459728571,0.4196646721,0.5588661830,0.3697960414,0.3697960414,0.5172413793,0.3738706736,0.3584392584,0.8015615584,0.2963521866,0.7019607843,0.1538271385,0.3584125711,0.7208626240,0.5585568197,0.4746706326,0.7228581064,0.3186933113,0.7142857143,0.1301480440,0.3041296157,0.0518435344,0.0041145297,0.1956238431,0.0119672131,0.7500000000,0.1905106845,0.9786104893,0.1808773388,0.0833333333,0.4430003235,0.1940298507,0.1215469613,0.0987654321,0.0841750842,0.0632530120,0.0545977011,0.0246292203,0.0308441609,0.0973731728,0.0426476787,0.0342407583,0.1468481302,0.0837471344,0.0682930144,0.0668896833,0.0536279187,0.1028845145,0.3176200034,regular
0.7598930924,0.0180582296,0.1676949620,0.3381917060,0.3527890364,0.6078945168,0.4986362521,0.5246913580,0.3059794954,0.1676949620,0.3527890364,0.2267129138,0.0581283808,0.3450350403,0.3450350403,0.3665410699,0.3059794954,0.3318872821,0.3527890364,0.3527890364,0.5586206897,0.3312810198,0.4876769788,0.8451725943,0.3103286129,0.0274509804,0.0882032105,0.2503885736,0.5219800012,0.4383174292,0.5864582073,0.7671437636,0.2446907135,0.5535714286,0.0783519851,0.2189263958,0.1679249356,0.0581150596,0.2871151112,0.2009702711,0.7187500000,0.2068965517,0.6946529579,0.1676949620,0.7222222222,0.4886504403,0.0597014925,0.0552486188,0.0576131687,0.0505050505,0.0481927711,0.0373563218,0.0156315020,0.0060092994,0.0274950421,0.1545135860,0.0952301045,0.0515869672,0.0703466344,0.1284625115,0.0780372849,0.0753426186,0.0820847472,0.1820471171,regular
0.7632563679,0.0330598903,0.1867531416,0.3411094400,0.3771879790,0.3483957294,0.4075812608,0.4917695473,0.3419478867,0.1867531416,0.3771879790,0.2944002639,0.0948905612,0.3574701354,0.3574701354,0.3971176781,0.3419478867,0.3287889877,0.3771879790,0.3771879790,0.6413793103,0.2672548274,0.4322960634,0.8134297062,0.3021396815,0.0352941176,0.1885182417,0.4063454903,0.6531165060,0.6111392853,0.3698774324,0.7461226854,0.2752285580,0.5714285714,0.1573449791,0.3424637691,0.0668057756,0.0103777462,0.2644745070,0.0461296309,0.3437500000,0.5803984064,0.9160571041,0.1867531416,0.4444444444,0.5025416945,0.0746268657,0.1546961326,0.1275720165,0.1043771044,0.0993975904,0.0833333333,0.0326491246,0.0310496646,0.1916900176,0.0606002581,0.0800871461,0.1310689727,0.1210277684,0.1358164784,0.0731685550,0.0612207019,0.0788580188,0.3729686237,regular
0.7523387626,0.0460311162,0.1779787681,0.3469176969,0.3661078767,0.5647004711,0.5534560920,0.3765432099,0.4012597482,0.1779787681,0.3661078767,0.2412011678,0.0829501827,0.2942102987,0.2942102987,0.5193468664,0.4012597482,0.4496734471,0.3661078767,0.3661078767,0.5724137931,0.3210278117,0.3727533991,0.7811957329,0.2989727261,0.0156862745,0.0725579823,0.2018965673,0.4382224470,0.3613602399,0.5660230165,0.5976801929,0.1723235858,0.5178571429,0.0836266091,0.2285902024,0.2027174396,0.0616902653,0.2506933028,0.1989159900,0.4375000000,0.4321176831,0.6855994862,0.1779787681,0.1111111111,0.3285346206,0.3134328358,0.1546961326,0.1522633745,0.1548821549,0.1475903614,0.1724137931,0.0346357655,0.1127883771,0.2880360366,0.0377331066,0.1484281684,0.1396457660,0.1583298421,0.2871536366,0.1087802233,0.0791854658,0.1169326321,0.1628392148,regular
0.6984614633,0.0493261042,0.1778705487,0.2620577632,0.3659696319,0.4529590500,0.2215952189,0.5000000000,0.3823573789,0.1778705487,0.3659696319,0.3548462245,0.1507746832,0.3719478919,0.3719478919,0.4856528272,0.3823573789,0.4527464246,0.3659696319,0.3659696319,0.4689655172,0.4224682425,0.3622341494,0.7793098218,0.1648542720,0.7843137255,0.2105434259,0.4253344704,0.7087458438,0.6113035333,0.2775395655,0.5400221410,0.2193436198,0.5714285714,0.1906418366,0.3853584374,0.0617843299,0.0136599863,0.3831245638,0.1205955222,0.0000000000,1.0000000000,0.8210903591,0.1778705487,0.2222222222,0.4730943764,0.0298507463,0.0220994475,0.0658436214,0.0606060606,0.0421686747,0.0373563218,0.0312077441,0.0093491877,0.0419443770,0.0590442754,0.0156869013,0.0419310365,0.0404303725,0.0337562357,0.0478423237,0.0545705788,0.1552443426,0.4102887253,regular
0.6132487050,0.0594857068,0.0520981438,0.1394123820,0.1623278685,0.4423661249,0.5991860735,0.6255144033,0.2914564881,0.0520981438,0.1623278685,0.3694305444,0.2760760553,0.1759691631,0.1759691631,0.7706418396,0.2914564881,0.6937231552,0.1623278685,0.1623278685,0.4551724138,0.4337957850,0.2562263743,0.8551089933,0.1312675620,0.7294117647,0.0181917756,0.0830747347,0.5704305305,0.1838799888,0.7877915795,0.6843472875,0.0702810883,0.5714285714,0.0160443300,0.0684988256,0.1369788441,0.0447306132,0.1154428124,0.2347705555,0.5000000000,0.4095617530,0.6600104018,0.0520981438,0.6666666667,0.4168718765,0.0298507463,0.0773480663,0.0864197531,0.0841750842,0.0933734940,0.6925287356,0.0026994332,0.0058673395,0.0098025058,0.0206325637,0.0115920818,0.0040041188,0.0110222830,0.0168397163,0.0173494005,0.0231368604,0.0211583891,0.0733833795,regular
0.6302956018,0.0876936937,0.2039705509,0.2829291854,0.3982374589,0.8057592061,0.6768985761,0.5534979424,0.4419189589,0.2039705509,0.3982374589,0.3902508254,0.1828090189,0.4102158021,0.4102158021,0.5371520390,0.4419189589,0.5083535826,0.3982374589,0.3982374589,0.4896551724,0.4046050009,0.3637178998,0.7623543758,0.1875119854,0.0313725490,0.0365881278,0.1457201602,0.5469336923,0.2944258308,0.6803812379,0.7864063262,0.1108647126,0.5892857143,0.0269674744,0.1027713335,0.0832078527,0.0208804269,0.0907343659,0.0794326744,0.7500000000,0.1731256791,0.8602201258,0.2039705509,0.3888888889,0.5896682381,0.0597014925,0.0662983425,0.0905349794,0.0909090909,0.1325301205,0.6149425287,0.0395237927,0.0458498793,0.0515589922,0.0233714316,0.0246144493,0.0155605419,0.0742219563,0.0398667364,0.0541262439,0.0536237579,0.1510268077,0.1196902466,regular
0.7297681167,0.0229331221,0.0639900650,0.2023124645,0.1874736667,0.3168120871,0.5177917475,0.3950617284,0.0961874844,0.0639900650,0.1874736667,0.1850506048,0.0115890547,0.1406881706,0.1406881706,0.1267670550,0.0961874844,0.1229323526,0.1874736667,0.1874736667,0.5034482759,0.3891471755,0.7751918357,0.7957127176,0.2031282027,0.2784313725,0.0447378157,0.1475702117,0.5141209856,0.2842088150,0.6735573813,0.5775499074,0.1441265039,0.5714285714,0.0497065951,0.1604411089,0.2233176079,0.0847102676,0.2447523199,0.2945157163,0.4375000000,0.4811523138,0.5815432237,0.0639900650,0.7500000000,0.4530789923,0.1343283582,0.1215469613,0.1234567901,0.1313131313,0.1265060241,0.1235632184,0.0204019872,0.0353058535,0.1019123015,0.0239494240,0.0067433338,0.0275708466,0.0937864344,0.0678791787,0.0139322912,0.0718918123,0.0457244524,0.1349836856,bom
0.6721495583,0.0439641133,0.0504381429,0.1766264924,0.1586352114,0.4077718618,0.4672590434,0.5514403292,0.0618729348,0.0504381429,0.1586352114,0.1488837171,0.0051967276,0.1398373879,0.1398373879,0.0626356626,0.0618729348,0.0425736743,0.1586352114,0.1586352114,0.5103448276,0.3848287794,0.8846785342,0.8870135643,0.1854079579,0.0392156863,0.0355379274,0.1349064644,0.5378452906,0.2694367800,0.6827403954,0.6174115808,0.1073619031,0.5357142857,0.0323266518,0.1176929140,0.0972835095,0.0244267486,0.1336290286,0.1563989923,0.5937500000,0.3132530120,0.7695583591,0.0504381429,0.4722222222,0.4260268342,0.0149253731,0.0110497238,0.0617283951,0.0707070707,0.0542168675,0.0603448276,0.0221261351,0.0107809274,0.0409498794,0.0298785620,0.0562306539,0.0324442202,0.0259092252,0.0419906999,0.0120940474,0.0344643702,0.0843417936,0.1377685565,bom
0.6994982058,0.0285660022,0.0791827916,0.2004622296,0.2168531894,0.4611825049,0.6404518536,0.4753086420,0.2565017324,0.0791827916,0.2168531894,0.2959437511,0.1179293856,0.2096772914,0.2096772914,0.5062479214,0.2565017324,0.5023651676,0.2168531894,0.2168531894,0.4827586207,0.4090208119,0.3775726868,0.8155806762,0.1865364046,0.0313725490,0.0302164139,0.1228371414,0.4194208582,0.2586712632,0.7158200138,0.7320089543,0.1006059365,0.3928571429,0.0255157597,0.0985440335,0.1122511833,0.0283259666,0.1206567310,0.1595461281,0.5312500000,0.3798140770,0.7522977149,0.0791827916,0.8055555556,0.4280119476,0.1194029851,0.0939226519,0.1028806584,0.0841750842,0.0813253012,0.0689655172,0.0200462190,0.0243883699,0.0140894500,0.0450159756,0.0324312619,0.0186961228,0.0360636830,0.0507235959,0.0419370402,0.0420955478,0.0590884162,0.0886062765,regular
0.6788103745,0.0240634414,0.0367645655,0.1362567079,0.1260919776,0.5522955984,0.5544159374,0.5164609053,0.0806785045,0.0367645655,0.1260919776,0.1586381470,0.0102353836,0.1118161670,0.1118161670,0.1772041854,0.0806785045,0.1126931633,0.1260919776,0.1260919776,0.3655172414,0.5286987290,0.7194368797,0.8074492757,0.1405066567,0.0313725490,0.0221002590,0.0919593386,0.4924524547,0.1938194061,0.7685726258,0.5578263411,0.0846747641,0.4285714286,0.0222459533,0.0886904247,0.1281123488,0.0308083024,0.0915404993,0.1492782512,0.6562500000,0.2408249356,0.7617605686,0.0367645655,0.2222222222,0.4066580433,0.0895522388,0.0386740331,0.0699588477,0.0707070707,0.0903614458,0.0833333333,0.0053808811,0.0091962545,0.0144387291,0.0379552776,0.0070472994,0.0349371180,0.0214128696,0.0243623931,0.0173252241,0.0229207261,0.0658362247,0.0931322726,bom
0.6400708551,0.0206191541,0.0705430873,0.2078647815,0.2004796579,0.2794302121,0.6066636469,0.4423868313,0.1317477743,0.0705430873,0.2004796579,0.1711918236,0.0171744442,0.1682387643,0.1682387643,0.2067264725,0.1317477743,0.1412827911,0.2004796579,0.2004796579,0.3448275862,0.5463601572,0.6674444962,0.8062723345,0.1983442002,0.0274509804,0.0364243580,0.1382051769,0.4397222710,0.2750041586,0.7067668895,0.6254084347,0.1267696470,0.4821428571,0.0324157069,0.1179325542,0.0998619914,0.0247687497,0.1315221750,0.1466214079,0.5312500000,0.3798140770,0.7847869180,0.0705430873,0.0000000000,0.3992925552,0.2537313433,0.1657458564,0.1522633745,0.1346801347,0.1174698795,0.1235632184,0.0087909708,0.0378110904,0.0265828135,0.0216651576,0.0131367708,0.0286919961,0.0425265182,0.0382184662,0.0337809641,0.0447484199,0.1169217762,0.1310927950,regular
0.7162402636,0.0609267576,0.0605810463,0.1804630797,0.1804827585,0.2445571879,0.4522533854,0.4629629630,0.1247116998,0.0605810463,0.1804827585,0.1438434151,0.0186607805,0.1518976753,0.1518976753,0.2197486427,0.1247116998,0.1297685410,0.1804827585,0.1804827585,0.4965517241,0.3867669296,0.6573342554,0.8955551480,0.1650062056,0.0392156863,0.0443871652,0.1625765009,0.5090300925,0.3241035649,0.6763832901,0.7777908377,0.1445094575,0.5892857143,0.0361624059,0.1277942583,0.1227367729,0.0379848435,0.1782709307,0.1927298603,0.6250000000,0.2857142857,0.6935624898,0.0605810463,0.6944444444,0.4156351112,0.1343283582,0.1215469613,0.0946502058,0.0841750842,0.0722891566,0.0862068966,0.0083131578,0.0192698196,0.0093846074,0.0539984186,0.0783697600,0.0402368164,0.0416828976,0.0745781037,0.0300418294,0.0275710519,0.0717840040,0.1107542321,bom
0.7421885849,0.0156964748,0.1085241543,0.2414562772,0.2672837292,0.4738103866,0.3856533253,0.4732510288,0.2704430956,0.1085241543,0.2672837292,0.2686680078,0.0941185734,0.2590440897,0.2590440897,0.4329212038,0.2704430956,0.4035581859,0.2672837292,0.2672837292,0.5931034483,0.3047903368,0.4209584514,0.7620193033,0.2088033395,0.0392156863,0.0882556761,0.2507000568,0.6397972869,0.4304472662,0.5439010972,0.5999805007,0.2049120738,0.7857142857,0.0781501941,0.2185510120,0.0776737845,0.0200996688,0.2182223310,0.1201909200,0.4687500000,0.4400625347,0.8109085484,0.1085241543,0.2777777778,0.3968287290,0.1492537313,0.1325966851,0.1399176955,0.1245791246,0.1536144578,0.9051724138,0.0194303333,0.0676629909,0.1332461126,0.0510420913,0.0165096561,0.0130264757,0.0905841492,0.0767007735,0.0305138568,0.0448333458,0.0603424757,0.2654344491,regular
0.7642351245,0.0188311459,0.0588167035,0.1994589400,0.1767992386,0.3118222619,0.4566521025,0.5349794239,0.0723853793,0.0588167035,0.1767992386,0.1439041077,0.0038294284,0.1545103317,0.1545103317,0.0717364027,0.0723853793,0.0536216803,0.1767992386,0.1767992386,0.6000000000,0.2922853277,0.8733822648,0.9160230591,0.2122886042,0.0274509804,0.0392573043,0.1303801207,0.5703036507,0.2523006058,0.7284589920,0.5419560159,0.1566957208,0.6250000000,0.0468196624,0.1538237734,0.2466201564,0.0978613903,0.2190105215,0.2840688387,0.5000000000,0.3808764940,0.5857769833,0.0588167035,0.8611111111,0.4378246612,0.1492537313,0.0773480663,0.0658436214,0.0572390572,0.0391566265,0.0660919540,0.0061243425,0.0100309456,0.0601434449,0.0647234805,0.1184797862,0.0674960337,0.0559885993,0.0827191244,0.0227251513,0.0260264769,0.0388294779,0.1222579340,bom
0.7415203546,0.0106985019,0.1242318843,0.1868974433,0.2917309217,0.5267192596,0.2577450654,0.4176954733,0.5582554454,0.1242318843,0.2917309217,0.7479368124,0.8770041684,0.2666195738,0.2666195738,1.0000000000,0.5582554454,1.0000000000,0.2917309217,0.2917309217,0.5448275862,0.3526327086,0.0455265459,0.8543920353,0.1426037378,0.0392156863,0.1361078012,0.3407081092,0.5778603575,0.5596221374,0.3476198686,0.7996295571,0.1582273985,0.6964285714,0.1035974159,0.2629062278,0.0967049781,0.0341837986,0.3347743169,0.1647384506,0.0312500000,0.9773827766,0.7365780707,0.1242318843,0.7222222222,0.4571767201,0.0597014925,0.0607734807,0.0823045267,0.0707070707,0.0602409639,0.0689655172,0.0348010317,0.0206919654,0.1261559237,0.0284537528,0.1907036034,0.0789285527,0.0657567241,0.1418256042,0.0916271376,0.0577596789,0.0405711100,0.2729364515,regular
0.7430378188,0.0702049236,0.0456218952,0.1594216799,0.1476298173,0.3581244947,0.5455252126,0.4362139918,0.0955301715,0.0456218952,0.1476298173,0.1271227764,0.0102457252,0.1114277636,0.1114277636,0.1876744132,0.0955301715,0.1347961378,0.1476298173,0.1476298173,0.5310344828,0.3631897728,0.7053999902,0.9096408684,0.1602029170,0.0352941176,0.0241674800,0.0951442078,0.4350993492,0.2039677847,0.7508235922,0.6509972445,0.0872886786,0.5000000000,0.0263859721,0.1010882867,0.2471371702,0.1025935095,0.1883548939,0.3356000559,0.6250000000,0.2857142857,0.5364267076,0.0456218952,0.9166666667,0.4246438705,0.0746268657,0.0386740331,0.0534979424,0.0437710438,0.0331325301,0.0459770115,0.0111823812,0.0114383460,0.0285502551,0.0790433701,0.0786710403,0.0492904596,0.0600758873,0.0648403054,0.0223830195,0.0269282428,0.0305923473,0.0754530876,bom
0.8234151945,0.0386590842,0.0781477435,0.2149079290,0.2149342318,0.3075293396,0.5388733539,0.3559670782,0.1478258317,0.0781477435,0.2149342318,0.1745872578,0.0241857271,0.1738146621,0.1738146621,0.2270024718,0.1478258317,0.1904019469,0.2149342318,0.2149342318,0.4620689655,0.4178772676,0.6471867709,0.8477459073,0.2025385899,0.0470588235,0.0561621397,0.1889072956,0.4756699819,0.3550782859,0.6346726706,0.7139930904,0.1649719255,0.6071428571,0.0474345565,0.1552471452,0.1211746445,0.0440871456,0.2272561448,0.2168237975,0.6562500000,0.2588235294,0.6757130679,0.0781477435,0.6111111111,0.4280566824,0.2537313433,0.1436464088,0.1358024691,0.1279461279,0.1084337349,0.1637931034,0.0266846535,0.0562662987,0.0850502940,0.0775332271,0.0535511044,0.0559144288,0.0769286175,0.1269550521,0.0321926609,0.0388991274,0.0488971735,0.1779188692,regular
